NUTS3;CODE
'LT011';'09228'
'LT011';'09229'
'LT011';'09230'
'LT011';'09231'
'LT011';'09232'
'LT011';'09233'
'LT011';'09300'
'LT011';'09301'
'LT011';'09302'
'LT011';'09303'
'LT011';'09304'
'LT011';'09305'
'LT011';'09306'
'LT011';'09307'
'LT011';'09308'
'LT011';'09309'
'LT011';'09310'
'LT011';'09311'
'LT011';'09312'
'LT011';'09313'
'LT011';'09314'
'LT011';'09315'
'LT011';'09316'
'LT011';'09317'
'LT011';'09318'
'LT011';'09319'
'LT011';'09320'
'LT011';'09321'
'LT011';'00001'
'LT011';'00009'
'LT011';'6325'
'LT011';'6326'
'LT011';'6327'
'LT011';'6328'
'LT011';'6329'
'LT011';'6331'
'LT011';'6332'
'LT011';'6333'
'LT011';'6334'
'LT011';'7001'
'LT011';'7004'
'LT011';'7100'
'LT011';'7101'
'LT011';'7102'
'LT011';'7103'
'LT011';'7104'
'LT011';'7105'
'LT011';'7106'
'LT011';'7107'
'LT011';'7108'
'LT011';'7109'
'LT011';'7110'
'LT011';'7111'
'LT011';'7112'
'LT011';'7113'
'LT011';'7114'
'LT011';'7115'
'LT011';'7116'
'LT011';'7117'
'LT011';'7118'
'LT011';'7119'
'LT011';'7120'
'LT011';'7121'
'LT011';'7122'
'LT011';'7123'
'LT011';'7124'
'LT011';'7125'
'LT011';'7126'
'LT011';'7127'
'LT011';'7128'
'LT011';'7129'
'LT011';'7130'
'LT011';'7131'
'LT011';'7132'
'LT011';'7133'
'LT011';'7134'
'LT011';'7135'
'LT011';'7136'
'LT011';'7137'
'LT011';'7138'
'LT011';'7139'
'LT011';'7140'
'LT011';'7141'
'LT011';'7142'
'LT011';'7143'
'LT011';'7144'
'LT011';'7145'
'LT011';'7146'
'LT011';'7147'
'LT011';'7148'
'LT011';'7149'
'LT011';'7150'
'LT011';'7151'
'LT011';'7152'
'LT011';'7153'
'LT011';'7154'
'LT011';'7155'
'LT011';'7156'
'LT011';'7157'
'LT011';'7158'
'LT011';'7159'
'LT011';'7160'
'LT011';'7161'
'LT011';'7162'
'LT011';'7163'
'LT011';'7164'
'LT011';'7165'
'LT011';'7166'
'LT011';'7167'
'LT011';'7168'
'LT011';'7169'
'LT011';'7170'
'LT011';'7171'
'LT011';'7172'
'LT011';'7173'
'LT011';'7174'
'LT011';'7175'
'LT011';'7176'
'LT011';'7177'
'LT011';'7178'
'LT011';'7179'
'LT011';'7180'
'LT011';'7181'
'LT011';'7182'
'LT011';'7183'
'LT011';'7184'
'LT011';'7185'
'LT011';'7186'
'LT011';'7187'
'LT011';'7188'
'LT011';'7189'
'LT011';'7190'
'LT011';'7191'
'LT011';'7192'
'LT011';'7193'
'LT011';'7194'
'LT011';'7195'
'LT011';'7196'
'LT011';'8001'
'LT011';'8009'
'LT011';'8013'
'LT011';'8018'
'LT011';'8100'
'LT011';'8101'
'LT011';'8102'
'LT011';'8103'
'LT011';'8104'
'LT011';'8105'
'LT011';'8106'
'LT011';'8107'
'LT011';'8108'
'LT011';'8109'
'LT011';'8110'
'LT011';'8111'
'LT011';'8112'
'LT011';'8113'
'LT011';'8114'
'LT011';'8115'
'LT011';'8116'
'LT011';'8117'
'LT011';'8118'
'LT011';'8119'
'LT011';'8120'
'LT011';'8121'
'LT011';'8122'
'LT011';'8123'
'LT011';'8124'
'LT011';'8125'
'LT011';'8126'
'LT011';'8127'
'LT011';'8128'
'LT011';'8129'
'LT011';'8200'
'LT011';'8201'
'LT011';'8202'
'LT011';'8203'
'LT011';'8204'
'LT011';'8205'
'LT011';'8206'
'LT011';'8207'
'LT011';'8208'
'LT011';'8209'
'LT011';'8210'
'LT011';'8211'
'LT011';'8212'
'LT011';'8213'
'LT011';'8214'
'LT011';'8215'
'LT011';'8216'
'LT011';'8217'
'LT011';'8218'
'LT011';'8219'
'LT011';'8220'
'LT011';'8221'
'LT011';'8222'
'LT011';'8223'
'LT011';'8224'
'LT011';'8225'
'LT011';'8226'
'LT011';'8227'
'LT011';'8228'
'LT011';'8229'
'LT011';'8230'
'LT011';'8231'
'LT011';'8232'
'LT011';'8233'
'LT011';'8234'
'LT011';'8235'
'LT011';'8236'
'LT011';'8237'
'LT011';'8238'
'LT011';'8239'
'LT011';'8240'
'LT011';'8241'
'LT011';'8242'
'LT011';'8243'
'LT011';'8244'
'LT011';'8245'
'LT011';'8246'
'LT011';'8247'
'LT011';'8300'
'LT011';'8301'
'LT011';'8302'
'LT011';'8303'
'LT011';'8304'
'LT011';'8305'
'LT011';'8306'
'LT011';'8307'
'LT011';'8308'
'LT011';'8309'
'LT011';'8310'
'LT011';'8311'
'LT011';'8312'
'LT011';'8313'
'LT011';'8314'
'LT011';'8315'
'LT011';'8316'
'LT011';'8317'
'LT011';'8318'
'LT011';'8319'
'LT011';'8320'
'LT011';'8321'
'LT011';'8322'
'LT011';'8323'
'LT011';'8324'
'LT011';'8325'
'LT011';'8326'
'LT011';'8327'
'LT011';'8328'
'LT011';'8329'
'LT011';'8330'
'LT011';'8331'
'LT011';'8332'
'LT011';'8333'
'LT011';'8334'
'LT011';'8335'
'LT011';'8336'
'LT011';'8337'
'LT011';'8338'
'LT011';'8339'
'LT011';'8340'
'LT011';'8341'
'LT011';'8342'
'LT011';'8343'
'LT011';'8344'
'LT011';'8400'
'LT011';'8401'
'LT011';'8402'
'LT011';'8403'
'LT011';'8404'
'LT011';'8405'
'LT011';'8406'
'LT011';'8407'
'LT011';'8408'
'LT011';'8409'
'LT011';'8410'
'LT011';'8411'
'LT011';'8412'
'LT011';'8413'
'LT011';'8414'
'LT011';'8415'
'LT011';'8416'
'LT011';'8417'
'LT011';'8418'
'LT011';'8419'
'LT011';'8420'
'LT011';'8421'
'LT011';'8422'
'LT011';'8423'
'LT011';'8424'
