DATAFLOW,LAST UPDATE,freq,unit,LAND,TIME_PERIOD,EMISSIONEN,OBS_FLAG
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2009,101.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2010,100.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2011,99.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2012,99.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2013,97.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2014,89.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2015,91.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2016,94.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2017,92.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2018,91.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2019,90.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SI,2020,87.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2001,101.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2002,93.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2003,96.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2004,96.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2005,95.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2006,93.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2007,93.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2008,92.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2009,93.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2010,89.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2011,90.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2012,87.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2013,85.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2014,83.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2015,82.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2016,82.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2017,81.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2018,81.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2019,77.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,SK,2020,73.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2001,100.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2002,98.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2003,99.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2004,98.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2005,102.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2006,99.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2007,102.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2008,103.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2009,105.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2010,97.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2011,98.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2012,97.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2013,96.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2014,95.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2015,92.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2016,92.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2017,90.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2018,90.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2019,87.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,TR,2020,88.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2000,100.0,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2001,101.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2002,100.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2003,99.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2004,100.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2005,98.8,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2006,99.6,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2007,100.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2008,100.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2009,99.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2010,98.7,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2011,97.5,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2012,98.9,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2013,97.4,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2014,94.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2015,89.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2016,86.2,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2017,84.3,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2018,83.1,
ESTAT:SDG_13_20(1.0),10/06/22 11:00:00,A,I00,UK,2020,80.9,
